ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Homonym,IndoAryan_Proto_Form,Inflection_Class,Main_Entry,Media_IDs,Morphemic_Form,Origin,Phonetic,Restrictions,Usage,Variant_Form,Vernacular
LX001969,phl,sangí,post,,,san̆gá- 'battle (masc); contact with; addiction to' (T: 13082),,,,,,saŋɡí,With preceding oblique nominal argument or an accusative pro-form.,,,سنگیۡ
LX001970,phl,saṇḍá,n.masc,,,sā́ṇḍa- 'uncastrated (of bull)' (T: 13331),aan-decl (Pl): saṇḍagaán,,,,,saɳɖá,,,saṇḍaá (Biori),سنڈہ
LX001971,phl,saṇḍameé,n.fem,LX001970 ; LX001481,,,,,,,,saɳɖameé,,,,سنڈہ مے
LX001972,phl,sarák,n.fem,,,,"i-decl (Obl, pl): -í",,,,"Urdu: saṛak, sarak",sarák,,,,سرک
LX001973,phl,sarayíi,v.tr,,,,"L:e (Prs): sarayáanu, (Pfv): sarayílu, (Cv): sarayí, (Imp): sarayá",,,saráy-é-,,sarajíi,,,,سریئ
LX001974,phl,sarayíǰa,v.intr,,,,"L:e (Prs): sarayiǰáanu, (Pfv): sarayiǰílu, (Cv): sarayiǰí, (Imp): sarayíǰ",,,saráy-íǰ-,,sarajídʑa,,,,سرِئجہ
LX001975,phl,sarbaraá,n.masc,,,,aan-decl (Pl): sarbarahaán,,,,Urdu (Persian): sar-ba-raa,sarbaraá,,,,سربراہ
LX001976,phl,sarṭifikéṭ,n.masc,,,,"i-decl (Obl, pl): -í",,,,Urdu (English 'certificate'),sarʈifikéʈ,,,,سرٹِفکیٹ
LX001977,phl,sastíi,v.intr,,,,"L:e (Prs): sastáanu, (Pfv): sastíilu, (Cv): sastí",,,sast-é-,,sastíi,,,,سستی
LX001978,phl,sataašúma,det,LX001981,,,,,,,,sataaɕúma,,,sataašúme (Biori),ستاشُمہ
LX001979,phl,sateé,num,LX001945,,,,,,,,sateé,,,,ستے
LX001980,phl,sateemaáǰ,n.fem,,,,i-decl (Obl): sateemaǰí,,,,,sateemaádʑ,,,,ستیماج
LX001981,phl,satóoš,num,,,saptádaśa '17' (T: 13146),,,,satáaš,,satóoɕ,,,satáaš (Biori),ستوش
LX001982,phl,satúma,det,LX001945,,,,,,,,satúma,,,,ستُمہ
LX001983,phl,sáu,num,,,,"a-decl (Pl): sáwa, sóo",,,,,sáw,,,"sóo, áak sóo ; páanǰ bhišá",سو
saxt,phl,saxt,adj.inv,,,,,,,,Urdu/Pashto (Persian): saxt,"saxt, sax",,,,سخت
LX001984,phl,saxtí,n.fem,saxt,,,a-decl (Pl): -á,,,,,saxtí,,,,سختیۡ
LX001985,phl,sazaá,n.masc,,,,"i-decl (Obl, pl): sazeeyí",,,,Urdu (Persian): sazaa,sazaá,,,,سزا
LX001986,phl,sazaá díi,v.tr:cjt.ninc,LX001985,,,,,,,,sazaá díi,,,,سزا دی
se_1,phl,se,det:dem,so_1,1,,,,,,,se,,,,سےۡ
se_2,phl,se,det:dem,,2,,,,,,,se,,,,سےۡ
se_3,phl,se,pron:dem,so_2 ; LX000838,3,,,,,,,se,,,,سےۡ
se_4,phl,se,pron:dem,,4,,,,,,,se,,,,سےۡ
LX001987,phl,seéb,hon,,,,"a-decl (Obl): -á, (Pl): -aán",,,,"Urdu (Arabic): saahib, saahab, saab",seéb,,,,سیب
LX001988,phl,seentá,v.mod,,,,,,,,,sẽẽtá,,,"síinta, síta (Biori)",سینتہ
LX001989,phl,séeri,adj,,,,,LX002018,,,,séeri,,,,سیریۡ
LX001990,phl,seešambá,n.masc,,,,i-decl (Obl): seešambái,,,,"Persian: sih-šambih, sih-šamba",seeɕambá,,,seešambeedíis,سیشمبہ
LX001991,phl,séeti,n.fem,,,"sakthán- 'thigh, thighbone' (T: 13073)",m-decl (Pl): -m,,,,,séeti,,,,سیتیۡ
LX001992,phl,séez,n.fem,,,,a-decl (Obl): -a,,,,Urdu (English 'size'),seéz,,,,سیز
LX001993,phl,sifát,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian): sifat,sifát,,,,صِفت
LX001994,phl,sifát thíi,v.tr:cjt.ninc,LX001993,,,,,,,,sifát tʰíi,Fem agr with non-verb element in pfv; possessive complement,,,صِفت تھی
LX001995,phl,síi,v.intr,,,svápati 'sleeps' (T: 13902),"T (Prs): suáanu, (Pfv): sútu, (Cv): seé, (Imp): so",,,"so-, sut-",,síi,,,,سی
LX001996,phl,síin,n.fem,,,*supna- 'dream' (T: 13481),"a-decl (Obl, pl): -a",,,,,síin,,,,سِین
LX001997,phl,siiná,n.masc,,,,ee-decl (Pl): siineé,,,,Urdu: siina,siiná,,,,سِینہ
LX001998,phl,síitu,v.tr,,,,,LX002001,,,,síito,,,,سِیتوۡ
LX001999,phl,síiu,n.fem,,,"sḗtu- 'dam, bridge; boundary (m)' (T: 13585)","a-decl (Obl, pl): síiwa",,,,,síiw,,,,سِیو
LX002000,phl,siká,n.masc,,,,ee-decl (Pl): sikeé,,,,,siká,,,,سِکہ
LX002001,phl,síla,v.tr,,,sī́vyati 'sews' (T: 13444),"T (Prs): siláanu, (Pfv): síitu, (Cv): silí, (Imp): sil",,,"sil-, síit-",,síla,,,síle (Biori),سِلہ
LX002002,phl,siléeni,n.fem,,,,m-decl (Pl): -m,,,,,siléeni,,,,سِلینیۡ
LX002003,phl,silsilá,n.fem,,,,i-decl (Pl): silsileé,,,,Urdu (Persian/Arabic): silsila,silsilá,,,,سِلسلہ
LX002004,phl,síndu,adj,,,*stinta 'wet' (T: 13693),Reg (Fem): síndi,,,sind-,,síndo,,,,سِندوۡ
LX002005,phl,sirázar,n.masc,,,,"a-decl (Obl, pl): -a",,,,Pashto '(red) gold': sara zar,sirázar,,,,سرہ زر
LX002006,phl,sírif,adv.deg,,,,,,,,Urdu (Arabic): sirf,sírif,,,,صرف
LX002007,phl,siríka,v.intr,,,,"L:a (Prs): sirikáanu, (Pfv): sirikílu, (Cv): sirikí, (Imp): sirík",,,sirík-,,siríka,,,,سِرِکہ
LX002008,phl,sirikóo,v.tr,,,,"L:a (Prs): sirikaáanu, (Pfv): sirikóolu, (Cv): sirikaá, (Imp): siriká",,,sirík-á-,,sirikóo,,,,سِرِکو
LX002009,phl,sitaár,n.masc,,,,"i-decl (Pl, obl): siteerí",,,,Persian: sih-taar,sitaár,,,,سِتار
LX002010,phl,sígal,n.masc,,,"síkatā- 'grain of sand; sand, gravel (fem)' (T: 13386)",a-decl (Obl): -a,,,,,síɡal,,,,سِگل
LX002011,phl,sigéeli,n.fem:pn,,,,,,,,,siɡéeli,,,,سِگیلیۡ
LX002012,phl,sigréṭ,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (English 'cigarette'),siɡréʈ,,,,سِگریٹ
so_1,phl,so,det:dem,LX000840,1,"sá ; sṓ 'nom.sg.masc pron. and pronom. adj. he, that' (T: 12815)",,,,,,so,,,,سوۡ
so_2,phl,so,pron:dem,,2,,,,,,,so,,,,سوۡ
LX002013,phl,soóč,n.fem,,,,i-decl (Obl): -í,,,,Urdu: soč,soótɕ,,Primarily used as a non-verb element in complex predicates,,سوچ
LX002014,phl,soóč thíi,v.tr:cjt.ninc,LX002013,,,,,,,,soótɕ tʰíi,Fem agr with non-verb element in pfv,,,سوچ تھی
LX002015,phl,sóon,n.masc,,,,"a-decl (Obl, pl): -a",,,sáan,,sóon,,,sáan (Biori),سون
LX002016,phl,sooṇíi,n.fem,,,*sapānīya- 'wet' (T: 13137),"a-decl (Obl, pl): -a",,,,,sooɳíi,,,,سوݨی
LX002017,phl,soór,n.masc,,,sára- 'hardness (of wood); best part' (T: 13355),a-decl (Obl): -á,,,,,soór,,,,سور
LX002018,phl,sóoru,adj,,,,Uml (Fem): séeri,,,sáar-,,sóoro,,,súuru (Biori),سوروۡ
LX002019,phl,soṭmiroó,n.masc,,,,"ee-decl (Pl): soṭmireé, (Pl obl): soṭmirúm",,,,,soʈmiroó,,,soṛmiroó,سوۡٹمِرو
LX002020,phl,suaál,n.fem,,,,"i-decl (Obl, pl): sueelí",,,,"Urdu (Arabic): suˈaal, suwaal, sawaal",swaál,,,,سُوال
LX002021,phl,suaál thíi,v.tr:cjt.ninc,LX002020,,,,,,,,swaál tʰíi,Fem agr with non-verb element in pfv,,,سُوال تھی
LX002022,phl,sučá,adj.inv,,,,,,,,,sutɕá,,,,سُچہ
sum,phl,sum,n.masc,,,,"a-decl (Obl, pl): -a",,,,,sum,,,,سُم
LX002023,phl,suóo,v.intr:caus,LX001995,,,"L:a (Prs): suaáanu, (Pfv): suóolu, (Cv): suaá, (Imp): suá",,,so-á-,,swóo,,,suwúu (Biori),سُوو
LX002024,phl,súrǰumi,n.fem,,,,,,,,Pashto 'cold': soṛ ; Pashto 'winter': ǰamaey,súrdʑumi,,,sóoṛǰimi (Biori),سُرجُمیۡ
LX002025,phl,surkhaṇoó,n.masc,,,,"ee-decl (Pl): surkhaṇeé, (Pl obl): surkhaṇúm",,,,,surkʰaɳoó,,,,سُرکھݨو
sust,phl,sust,adj.inv,,,,,,,,,sust,,,,سُست
LX002026,phl,suthaán,n.fem,,,*sutthanā- 'trousers' (T: 13468),"i-decl (Obl, pl): suthaní",,,suthán,,sutʰaán,,,suthán (Biori),سُتھان
LX002027,phl,sútu,v.intr,,,,,LX001995,,,,súto,,,,سُتوۡ
LX002028,phl,súuri,n.fem,,,sū́riya 'sun (masc)' (T: 13574),m-decl (Pl): -m,,,,,súuri,,,,سُوریۡ
LX002029,phl,súutr,n.masc,,,"sū́tra 'thread, cord' (T: 13561)","a-decl (Obl, pl): -a",,,,,súutr,,,,سُوتر
LX002030,phl,súutri,adj,LX000341,,*sōtrī- 'bearing young' (T: 13604),,,,,,súutri,,,,سُوتریۡ
LX002031,phl,suutríi,v.tr,,,,"L:e (Prs): suutráanu, (Pfv): suutrílu, (Cv): suutrí, (Imp): suutrá",,,súutr-é-,,suutríi,,,,سُوتری
LX002032,phl,šaák,n.masc,,,"śākhyá- 'belonging to or resembling a branch, branching' (T: 12379)","a-decl (Obl, pl): -á",,,,,ɕaák,,,,شاک
LX002033,phl,šaakíilu,adj,,,,Reg (Fem): šaakíili,,,šaák-íil-,,ɕaakíilo,,,,شاکِیلوۡ
LX002034,phl,šaál,n.fem,,,,"i-decl (Obl, pl): šeelí",,,,,ɕaál,,,,شال
LX002035,phl,šáan,n.masc,,,,"a-decl (Obl, pl): šaná",,,šan,,ɕáan,,,šan (Biori),شان
LX002036,phl,šaaraháaṛu,n.masc,LX002045,,,a-decl (Obl): šaaraháaṛa,,,,,ɕaaraháaɽu,,,šaraháaṛu (Biori),شار ہاڑوۡ
LX002037,phl,šaáx,n.masc,,,,"i-decl (Obl, pl): šeexí",,,,Urdu (Persian): šaax,ɕaáx,,,,شاخ
LX002038,phl,šaazaadá,n.masc,,,,aan-decl (Pl): šaazaadagaán,,,,Persian: šah-zaada,ɕaazaadá,,,,شہزادہ
LX002039,phl,šáhar,n.masc,,,,"a-decl (Obl, pl): šáhra",,,,Urdu (Persian): šahr,ɕáhar,,,,شہر
LX002040,phl,šahidgirí,n.fem,,,,,,,,Urdu (Arabic) 'martyr': šahiid,ɕahidɡirí,,,,شہِد گِریۡ
LX002041,phl,šak,n.fem,,,,i-decl (Obl): -í,,,,"Urdu (Arabic): šakk, šak",ɕak,,,,شک
LX002042,phl,šam,adv.deg,,,,,,,,,ɕxam,,,,شم
LX002043,phl,šámbi,n.fem,,,,,,,,"Persian: šambih, šamba",ɕámbi,,,šambidiís,شمبیۡ
LX002044,phl,šanbalíi,,LX000253,,,"a-decl (Obl, pl): -a",,,,,ɕambalíi,,,,شن بلی
LX002045,phl,šaraál,n.masc,,,śarád- 'autumn (fem)' (T: 12329),"a-decl (Obl, pl): šaralá",,,,,ɕaraál,,,šarál (Biori),شرال
LX002046,phl,šarái,n.fem,,,śarabhá- 'a kind of deer' (T: 12331),"a-decl/m-decl (Pl): šarée, šaraíim",,,,,ɕaréj,,,šaréi,شرئیۡ
LX002047,phl,šariíf,hon,,,,,,,,Urdu (Arabic): šariif,ɕariíf,,,,شرِیف
LX002048,phl,šart,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Arabic): šart,ɕart,,,,شرط
LX002049,phl,šárum,n.fem,,,,a-decl (Obl): -a,,,,Urdu (Persian): šarm,ɕárum,,,,شرم
LX002050,phl,šaṛadeéš,n.masc:pn,,,,a-decl (Obl): -á,,,,,ɕaɽadeéɕ,,,,شڑدیش
LX002051,phl,šawúra,n.masc,LX002114,,,,,,,,ɕawúra,With plural reference,,,شوُرہ
LX002052,phl,šáy,n.masc,,,,"a-decl (Obl, pl): šayá",,,,Pashto (Arabic): šaey,"ɕaj, ɕej",,,,شئیۡ
LX002053,phl,šéeli,n.fem,,,śāli- 'growing or unhusked rice (m); grains of rice' (T: 12415),m-decl (Pl): -m,,,,,ɕéeli,,,,شیلیۡ
LX002054,phl,šéemi,n.fem,,,*śyāmī- 'spleen' (T: 12664),m-decl (Pl): -m,,,,,ɕéemi,,,,شیمیۡ
LX002055,phl,šeén,n.masc,,,,"i-decl (Obl, pl): -í",,,,,ɕeén,,,,شین
LX002056,phl,šeenbóo,n.masc,LX002065,,,"a-decl (Obl, pl): -a",,,,,ɕeembóo,,,šeenbówu (Biori),شینبو
LX002057,phl,šid,n.masc,,,,a-decl (Obl): -á,,,,,ɕid,,,,شِد
LX002058,phl,šid díi,v.tr:cjt.ninc,LX002057,,,,,,,,ɕid díi,Masc agr with non-verb element in pfv; experiencer in acc case,,,شِد دی
LX002059,phl,šid ṣáača,v.tr:cjt.ninc,LX002057 ; LX002116,,,,,,,,ɕid ʂáatɕa,Masc agr with non-verb element in pfv; experiencer in acc case,,,شِد ݜاچہ
LX002060,phl,šidáalu,adj,LX002057,,śītalá- 'cold' (T: 12487),Uml (Fem): šidéeli,,,šidál-,,ɕidáalu,,,,شِدالوۡ
LX002061,phl,šidalaár,n.fem,LX002057,,,i-decl (Obl): šidaleerí,,,,,ɕidalaár,,,,شِدلار
LX002062,phl,šidalíi,v.intr,LX002057 ; LX002060,,,"L:e (Prs): šidaláanu, (Pfv): šidalíilu, (Cv): šidalí",,,šidal-é-,,ɕidalíi,,,,شِدلی
LX002063,phl,šidaloó,n.masc,LX002057 ; LX002060,,,,,,,,ɕidaloó,,,,شِدلو
LX002064,phl,šíia,v.intr,LX002077,,,"T (Prs): šiáanu, (Pfv): šíitu, (Cv): šiyí",,,"šíi-, šíit-",,ɕíija,,,šíie (Biori),شِیہ
LX002065,phl,šíin,n.masc,,,"šáyana- 'lying down, bed (neut)' (T: 12323)","a-decl (Obl, pl): -a",,,šéen,,ɕíin,,,šéen (Biori),شِین
LX002066,phl,šiíš,n.fem,,,,,,,,,ɕiíɕ,,,,شِیش
LX002067,phl,šíitu,v.intr,,,,,LX002064,,,,ɕíito,,,,شِیتوۡ
LX002068,phl,šíiṭi,adv.sp,,,"*śriṣṭa- 'entered, resting on' (T: 12707)",,,,,,ɕíiʈi,,,,شِیٹیۡ
LX002069,phl,šíiṭi the,MWE,LX002068 ; the,,,,,,,,ɕíiʈi tʰe,,,,شِیٹیۡ تھےۡ
LX002070,phl,šiǰrá,n.masc,,,,"ee-decl (Obl, pl): šiǰreé",,,,"Urdu (Persian/Arabic): šaǰara, šiǰara, šaǰra",ɕidʑrá,,,,شِجرہ
LX002071,phl,šíkal,n.masc,,,,"a-decl (Obl, pl): -a",,,,"Urdu/Persian (Arabic): šakl, šakal",ɕíkal,,,šíkil,شِکل
LX002072,phl,šikást,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian): šikast,ɕikást,,Primarily used as a non-verb element in complex predicates,šikás,شِکست
LX002073,phl,šikást khóo,v.tr:cjt.ninc,LX002072,,,,,,,,ɕikást kʰóo,,,,شِکست کھو
LX002074,phl,šíli,n.fem,,,,m-decl (Pl): -m,,,,,ɕíli,,,,شِلیۡ
LX002075,phl,šilóo,v.intr,,,,"L:a (Prs): šilaáanu, (Pfv): šilóolu, (Cv): šilaá",,,šil-á-,,ɕilóo,,,šilúu (Biori),شِلو
LX002076,phl,šilúuk,n.masc,,,"ślṓka- 'sound, hymn of praise; stanza (m)' (T: 12748)","a-decl (Obl, pl): -a",,,,,ɕilúuk,,,šiláak (Biori),شِلُوک
LX002077,phl,šióo,v.tr,,,,"L:a (Prs): šiaáanu, (Pfv): šióolu, (Cv): šiaá, (Imp): šiá",,,šíi-á-,,ɕijóo,,,,شِئو
LX002078,phl,širiaát,n.fem,,,,i-decl (Obl): širieetí,,,,Urdu (Persian): šariiyat,ɕirjaát,,,,شِریات
LX002079,phl,širínga,v.intr,,,,"L:cons (Prs): širingáanu, (Pfv): širingílu, (Cv): širingí, (Imp): širíng",,,širíng-,,ɕiriŋɡa,,,širínge (Biori),شِرنگہ
LX002080,phl,širingóo,v.tr,,,,"L:a (Prs): širingaáanu, (Pfv): širingóolu, (Cv): širingaá, (Imp): širingá",,,širíng-á-,,ɕiriŋɡóo,,,širingúu (Biori),شِرنگو
LX002081,phl,široó bhíi,v.intr:cjt.inc,,,,,,,,Urdu (Arabic): šuruu,ɕiroó bhíi,,,,شِرو بھی
LX002082,phl,široó thíi,v.tr:cjt.inc,LX002081,,,,,,,,ɕiroó tʰíi,,,,شِرو تھی
LX002083,phl,šišáki,n.fem,LX002297,,,m-decl (Pl): -m,,,,,ɕiɕáki,,,,شِشکیۡ
LX002084,phl,šišawaár,n.fem,LX002085,,,"i-decl (Obl, pl): šišaweerí",,,,,ɕiɕawaar,,,,شِشوار
LX002085,phl,šišáwu,adj,,,śṓśucat- 'shining brightly' (T: 12642) ; *suśōbha- 'splendid' (T: 13534),Reg (Fem): šišáwi,,,,,ɕiɕówo,,,,شِشووۡ
LX002086,phl,šiší,n.fem:pn,,,,,,,,,ɕiɕí,,,,شِشیۡ
LX002087,phl,šišoó,n.masc,,,,,,,,,ɕiɕoó,,,,شِشو
LX002088,phl,šišoó thíi,v.tr:cjt.ninc,LX002087,,,,,,,,ɕiɕoó tʰíi,Masc agr with non-verb element in pfv; post obj with sanɡí,,,شِشو تھی
LX002089,phl,šóo,adj,,1,"śubha- 'bright, auspicious; good; anything bright, welfare (neut)' (T: 12532)","Irr (Masc Pl agr): šóoa, (Fem): šuí, (Fem Pl agr): šuíim",,,,,ɕóo,,,šuy (Biori (inv)),شو
LX002090,phl,šóo,n.masc,,2,"śāka- 'potherb, vegetable (neut)' (T: 12370)",a-decl (Obl): -a,,,,,ɕóo,,,,شو
LX002091,phl,šóo ǰhóona,v.tr:cjt.ninc,LX002089 ; LX001072,,,,,,,,ɕóo dʑhóona,Masc agr with non-verb element in pfv; postpositional object with the,,,شو جھونہ
LX002092,phl,šóol,n.masc,,,,"a-decl (Obl, pl): -a",,,šáal,,ɕóol,,,šáal (Biori),شول
LX002093,phl,šóong,n.masc,,,"śan̆kú- 'peg, spike; stake, post; stick, arrow (masc)' (T: 12260)","a-decl (Obl, pl): -a",,,šáang,,ɕóoŋɡ,,,šáang (Biori),شونگ
LX002094,phl,šoóṇu,n.masc,,,,"a-decl (Obl, Pl): šoóṇa",,,,,ɕoóɳo,,,,شوݨوۡ
LX002095,phl,šoorúṇḍu,n.masc,,,*śōruṇḍa- 'orphan' (T: 12618),"a-decl (Obl, pl): šoorúṇḍa",,,,,ɕoorúɳɖo,,,,شورُنڈوۡ
LX002096,phl,šópu,n.masc,,,,"a-decl (Obl, pl): šópa",,,,,ɕópo,,,,شوۡپوۡ
LX002097,phl,šúdu,v.intr,,,,,LX002102,,,,ɕúdo,,,,شُدوۡ
LX002098,phl,šuéeli,n.fem,,,,m-decl (Pl): -m,,,,,ɕuwéeli,,,,شُویلیۡ
LX002099,phl,šuéeli thíi,v.tr:cjt.ninc,LX002098,,,,,,,,ɕuéeli tʰíi,Fem agr with non-verb element in pfv; postpositional object with sanɡí,,,شُویلیۡ تھی
LX002100,phl,šuí,adj,,,,,LX002089,,,,"ɕuj, ɕwi",,,,شُئیۡ
LX002101,phl,šuí baát,MWE,LX002100 ; LX000224,,,,,,,,ɕúj baát,,,,شُوئیۡ بات
LX002102,phl,šúǰa,v.intr,,,,"T (Prs): šuǰáanu, (Pfv): šúdu, (Cv): šuǰí",,,"šuǰ-, šud-",,ɕúdʑa,,,šúǰe (Biori),شُجہ
LX002103,phl,šukhaáu,n.masc,,,,"i-decl (Obl, pl): šukheewí, šukheeí",,,,Khowar (Turkish): šuqa,ɕukʰaáw,,,,شُکھاؤ
LX002104,phl,šúku,v.intr,,1,,,LX002112,,,,ɕúko,,,,شُکوۡ
LX002105,phl,šúku,adj,LX002112,2,,Reg (Fem): šúki,,,,,ɕúko,,,,شُکوۡ
LX002106,phl,šum,adj.inv,,,,,,,,Urdu (Arabic): šuum,ɕum,,,,شُم
LX002107,phl,šumaalí,adj.inv,,,,,,,,"Urdu (Arabic): šamaal, šimaal",ɕumaalí,,,,شُمالیۡ
LX002108,phl,šumaáṇ,n.fem,,,"syū́man- 'band, thong, bridle (n)' (T: 13878)","i-decl (Obl, pl): šumaṇí",,,,,ɕumaáɳ,,,,شُماݨ
LX002109,phl,šúmu,n.masc,,,,"a-decl (Obl, pl): šúma",,,,,ɕúmo,,,,شُموۡ
LX002110,phl,šúṇḍi,n.fem,,,"śuṇḍā- 'elephant's trunk (f); *lip, *mouth; *navel' (T: 12516)",m-decl (Pl): -m,,,,,ɕúɳɖi,,,,شُنڈیۡ
LX002111,phl,šúṛi,n.fem,,,"*śrīḍhi- 'resting-place, ladder' (T: 12709)",m-decl (Pl): -m,,,,,ɕúɽi,,,,شُڑیۡ
LX002112,phl,šúša,v.intr,,,śúṣka- 'dried' (T: 12548),"T (Prs): šušáanu, (Pfv): šúku, (Cv): šuší",,,"šuš-, šuk-",,ɕúɕa,,,šúše (Biori),شُشہ
LX002113,phl,šut,adj.inv,,,,,,,,Khowar: šut,ɕut,,,,شُت
LX002114,phl,šúur,n.masc,,,śváśura- 'husband's father; wife's father (masc)' (T: 12753),a-decl (Obl): šúura,,,šáur,,ɕúur,,,šáar (Biori),شُور
LX002115,phl,ṣaá,post,,,,,,,,,ʂaá,,,,ݜا
LX002116,phl,ṣáača,v.intr,,1,sajyátē 'hangs on; is occupied with' (T: 13085),"T (Prs): ṣačáanu, (Pfv Masc Sg): ṣáatu, (Pfv Fem Sg): ṣéeti, (Cv): ṣačí, (Imp): ṣáač",,,"šač-, ṣat-",,ʂáatɕa,,,ṣáače (Biori),ݜاچہ
LX002117,phl,ṣáača,v.intr,,2,,"T (Prs): ṣačáana, (Pfv Masc Pl): ṣáata, (Pfv Fem Pl): ṣéetim, (Cv): ṣačí",,,"ṣač-, ṣat-",,ʂáatɕa,With plural reference only,,ṣáače (Biori),ݜاچہ
LX002118,phl,ṣáak,n.masc,,,"srákva- 'corner of mouth, jaws (m or n)' (T: 13576)","a-decl (Obl, pl): ṣaká",,,,,ʂáak,,,,ݜاک
LX002119,phl,ṣáanda,v.intr,,,,"L:cons (Prs): ṣandáanu, (Pfv): ṣandílu, (Cv): ṣandí, (Imp): ṣáand",,,ṣand-,,ʂáanda,,,ṣáande (Biori),ݜاندہ
LX002120,phl,ṣaár,n.masc,,,,a-decl (Obl): -á,,,,,ʂaár,,,,ݜار
LX002121,phl,ṣáata,v.intr,,,,,LX002117,,,,ʂáata,With plural reference only,,,ݜاتہ
LX002122,phl,ṣáatu,aux,,2,,,,,,,ʂáatu,,,,ݜاتوۡ
LX002123,phl,ṣáatu,v.intr,,1,,,LX002116,,,,ʂáatu,,,,ݜاتوۡ
LX002124,phl,ṣaawaá,post,LX002126,,,,,,,,ʂaawaá,With preceding oblique nominal argument or an accusative pro-form.,,,ݜاوا
LX002125,phl,ṣaawíiṛu,n.masc,,,,"a-decl (Obl, pl): ṣaawíiṛa",,,,,ʂaawíiɽo,,,šaawíiṛu ; šawéeṛ (Biori),ݜاوِیڑوۡ
LX002126,phl,ṣaawóo,v.tr:caus,LX002141,,*sājayati 'attaches to; couples' (T: 13085),"L:a (Prs): ṣaawaáanu, (Pfv): ṣaawóolu, (Cv): ṣaawaá, (Imp): ṣaawá",,,ṣa-á-,,ʂaawóo,,,ṣaawúu (Biori),ݜاوو
LX002127,phl,ṣeekóo,v.tr,,,,"L:a (Prs): ṣeekaáanu, (Pfv): ṣeekóolu, (Cv): ṣeekaá, (Imp): ṣeeká",,,ṣeek-á-,,ʂeekóo,,,ṣeekúu (Biori),ݜیکو
LX002128,phl,ṣeeṛíi,v.intr,,,,"L:e (Prs): ṣeeṛáanu, (Pfv): ṣeeṛíilu, (Cv): ṣeeṛí",,,ṣéeṛ-é-,,ʂeeɽíi,,,,ݜیڑی
LX002129,phl,ṣéeti,v.intr,,1,,,LX002116,,,,ʂéeti,,,,ݜیتیۡ
LX002130,phl,ṣéeti,aux,,2,,,LX002122,,,,ʂéeti,,,,ݜیتیۡ
LX002131,phl,ṣéetim,v.intr,,,,,LX002117,,,,ʂéetim,,,,ݜیتِم
LX002132,phl,ṣíiṛu,adj,,,"*śrēḍa- 'slanting, squinting' (T: 12717)",Reg (Fem): ṣíiṛi,,,ṣeéṛ-,,ʂíiɽo,,,,ݜِیڑوۡ
LX002133,phl,ṣilaawíi,v.tr,,,,"L:e (Prs): ṣilaawáanu, (Pfv): ṣileewílu, (Cv): ṣileewí, (Imp): ṣilaawá",,,siláaw-é,,ʂilaawíi,,,,ݜِلاوی
LX002134,phl,ṣing,n.masc,,,śŕ̥n̆ga- 'horn (neut)' (T: 12583),"a-decl (Obl, pl): -a",,,,,"ʂiŋ, ʂiŋɡ",,,,ݜِنگ
LX002135,phl,ṣióolu,n.masc,,,,"a-decl (Obl, pl): ṣióola",,,ṣiáal,,ʂjóolo,,,ṣiáal (Biori),ݜِیولوۡ
LX002136,phl,ṣiṣ,n.masc,,,"śīrṣá- 'head, skull (neut)' (T: 12497)","a-decl (Obl, pl): -á",,,,,ʂiʂ,,,,ݜِݜ
LX002137,phl,ṣiṣo~í,n.fem,LX001224 ; LX002136,,,,,,,,ʂiʂõjí,,,,ݜِݜوۡنّیۡ
LX002138,phl,ṣiṣṭám,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (English 'system'),ʂiʂʈám,,,,ݜِݜٹم
LX002139,phl,ṣo,num,,,*ṣuvaṭ 'six' (T: 12803),,,,,,ʂo,,,,ݜوۡ
LX002140,phl,ṣoeé,num,LX002139,,,,,,,,ʂoweé,,,,ݜوۡوے
LX002141,phl,ṣóo,v.tr,,1,"sájati- 'is attached, embraces' (T: 13085)","L:a (Prs): ṣaáanu, (Pfv): ṣóolu, (Cv): ṣaá, (Imp): ṣa",,,ṣa-,,ʂóo,,,ṣúu (Biori),ݜو
LX002142,phl,ṣóo,n.masc,,2,,"a-decl (Obl, pl): -a",,,ṣáa,Persian: šaah,ʂóo,,,ṣuú (Biori),ݜو
LX002143,phl,ṣooṣíi,v.tr,,,,"L:e (Prs): ṣooṣáanu, (Pfv): ṣooṣílu, (Cv): ṣooṣí, (Imp): ṣooṣá",,,ṣóoṣ-é-,,ʂooʂíi,,,,ݜوݜی
LX002144,phl,ṣoṛeešúma,det,LX002145,,,,,,,,ʂoɽeeɕúma,,,,ݜوۡڑیشُمہ
LX002145,phl,ṣoṛíiš,num,,,śṓḍaśa 'sixteen' (T: 12812),,,,ṣoṛéeš,,ʂoɽíiɕ,,,ṣoṛéeš (Biori),ݜوۡڑِیش
LX002146,phl,ṣúṇa,v.tr,,,śr̥ṇṓti 'hears' (T: 12598),"T (Prs): ṣuṇáanu, (Pfv): ṣúuntu, (Cv): ṣuṇí, (Imp): ṣuṇ",,,"ṣuṇ-, ṣúunt-",,ʂúɳa,,,,ݜُݨہ
