ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Homonym,IndoAryan_Proto_Form,Inflection_Class,Main_Entry,Media_IDs,Morphemic_Form,Origin,Phonetic,Restrictions,Usage,Variant_Form,Vernacular
LX000188,phl,aṭíi,v.tr,,,"*aṭṭ- 'contain, be contained, fit into' (T: 178)","L:e (Prs): aṭáanu, (Pfv): aṭílu, (Cv): aṭí, (Imp): aṭá",,,aṭé-,,aʈíi,,,,اٹی
LX000189,phl,audás,n.fem,,,,i-decl (Obl): -í,,,,Pashto: aw-das,awdás,,,,اودس
LX000190,phl,audás phooṭóo,v.tr:cjt.ninc,LX000189 ; LX001794,,,,,,,,awdás pʰooʈóo,Fem agr with non-verb element in pfv,,,اودس پھوٹو
LX000191,phl,audás yhíi,v.intr:cjt.ninc,LX000189 ; LX002445,,,,,,,,awdás jhíi,Fem agr with non-verb element; experiencer in acc case,,,اودس یھی
LX000192,phl,aulaád,n.masc,LX000138,,,i-decl (Obl): auleedí,,,,Urdu (Arabic): aulaad,awlaád,,Usually with plural reference,,اولاد
LX000193,phl,-awá,sfx,LX000001,,,,,,-á-á,,-awá,,,,
LX000194,phl,awaagír,adv.sp,,,,,,,,,awaaɡír,,,,اواگِر
LX000195,phl,axpúl,n.masc,,,,"a/aan-decl (Obl): -á, (Pl): -aán, -á",,,,Pashto: xpul,axpúl,,,,اخپُل
LX000196,phl,axsaá,adj.inv,,,,,,,,Pashto: xsaa,"axsaá, ixsaá",,,,اخسا
LX000197,phl,axsí,n.fem,,,,a-decl (Pl): -á,,,,,axsí,,,,اخسیۡ
LX000198,phl,axsí ǰíi,v.tr:cjt.ninc,LX000197 ; LX001079,,,,,,,,axsí dʑíi,Fem agr with non-verb element in pfv,,,اخسیۡ جی
LX000199,phl,axtár,n.fem,,,,"i-decl (Obl, pl): -í",,,,Pashto: axtar,axtár,,,axtardíis,اختر
LX000200,phl,azaáb,n.fem,,,,i-decl (Obl): azeebí,,,,Urdu (Arabic): azaab,azaáb,,,,عذاب
LX000201,phl,azaáb díi,v.tr:cjt.ninc,LX000200,,,,,,,,azaáb díi,Fem agr with non-verb element in pfv; object in acc case or postpositional object with the,,,عذاب دی
LX000202,phl,ágar,conj,,,,,,,,Urdu (Persian): agar,áɡar,,,,اگر
ba,phl,ba,disc,ta,,,,,,,,ba,,,,بہ
LX000203,phl,báabu,n.masc,,,*bābba- 'father' (T: 9209),"a-decl/irr (Obl, pl): báaba, (Pl): baabayeé",,,,,báabu,,,,بابوۡ
LX000204,phl,baačaá,n.masc,,,,Irr (Pl): baačaán,,,,Urdu: baadšaa,baatɕaá,,,,باچا
LX000205,phl,baačaí,n.fem,,,,,,,,Urdu (Persian): baadšaahii,baatɕají,,,,باچئیۡ
LX000206,phl,baačaí thíi,v.tr:cjt.ninc,LX000205,,,,,,,,baatɕaí tʰíi,Fem agr with non-verb element in pfv,,,باچئیۡ تھی
LX000207,phl,baád,post,LX001695,,,,,,,Urdu (Arabic): baad,baád,With preceding genitive nominal argument or an ablative pro-form.,,,باد
LX000208,phl,báaḍa,v.intr,,,"várdatē 'grows, increases' (T: 11376)","L:cons (Prs): baḍáanu, (Pfv): baḍílu, (Cv): baḍí, (Imp): báaḍ",,,báḍ-,,báaɖa,,,bháaḍe (Biori),باڈہ
LX000209,phl,baáɣ,n.fem,,,,"i-decl (Obl, pl): beeɣí",,,,Urdu (Persian): baaɣ,baáɣ,,,,باغ
LX000210,phl,baaǰá,n.masc,,,,ee-decl (Pl): baaǰeé,,,,,baadʑá,,,,باجہ
LX000211,phl,baaláx,n.masc,,,,"i-decl (Obl, pl): -í",,,,Pashto: baalixt,baaláx,,,,بالخ
LX000212,phl,baalbáč,n.masc,,,,i-decl (Obl): -í,,,,,baalbátɕ,With plural reference,,,بالبچ
LX000213,phl,baalṭí,n.fem,,,,a-decl (Pl): -á,,,,Urdu: baalṭii,baalʈí,,,,بالٹیۡ
LX000214,phl,baándi,post,LX001073,,,,,,,Pashto: baandi,báandi,With preceding oblique nominal argument or an accusative pro-form.,,,باندیۡ
LX000215,phl,baaqaáida,adj.inv,,,,,,,,Urdu,baaqaájida,,,,باقاعدہ
LX000216,phl,baaqimaandá,adj.inv,LX000739,,,,,,,Urdu (Arabic): baaqii-maanda,baaqimaandá,,,,باقیۡ ماندہ
LX000217,phl,baaráki,post,,,,,,,,,baaráki,With preceding genitive argument.,,,بارہ کیۡ
LX000218,phl,baás díi,v.tr:cjt.inc,LX000220,,,,,,,,baás díi,,"The non-verb element baás is occasionally used alone, without díi, with verbal meaning.",,باس دی
LX000219,phl,baasanháaṛu,n.masc,LX000269,,,,,,,,baasanháaɽu,,,basantháaṛ (Biori),باسن ہاڑوۡ
LX000220,phl,baasóo,v.tr,LX000218,,,"L:a (Prs): baasaáanu, (Pfv): baasóolu, (Cv): baasaá, (Imp): baasá",,,baas-á-,,baasóo,,,baasúu (Biori),باسو
LX000221,phl,baastaár,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian): bistar,baastaár,,,bistará,باستار
LX000222,phl,baašúma,det,LX000426,,,,,,,,baaɕúma,,,baašúme (Biori),باشُمہ
LX000223,phl,báaṣ,n.masc,,,varṣá- 'rain' (T: 11392),a-decl (Obl): baṣá,,,baṣ,,báaʂ,,,baṣ (Biori),باݜ
LX000224,phl,baát,n.fem,,,"vārttā- 'livelihood, business; tidings' (T: 11564)","i-decl (Obl, pl): beetí",,,,,baát,,,,بات
LX000225,phl,baát díi,v.tr:cjt.ninc,LX000224,,,,,,,,baát díi,,,,بات دی
LX000226,phl,báatru,n.masc,,,,"a-decl (Obl, pl): báatra",,,,,báatru,,,,باتروۡ
LX000227,phl,báaṭ,n.masc,,,*varta- 'round stone' (T: 11348),"a-decl (Obl, pl): baṭá",,,baṭ,,báaʈ,,,baṭ (Biori),باٹ
LX000228,phl,báaṭa,v.intr,,,,"L:cons (Prs): baṭáanu, (Pfv): baṭílu, (Cv): baṭí",,,báṭ-,,báaʈa,,,báaṭe (Biori),باٹہ
LX000229,phl,baaugáaṛu,n.masc,,,"bāhu- 'arm (m)' (T: 9229) ; gāḍha- 'dived into; pressed together, thick, firm' (T: 4118)","a-decl (Obl, pl): baaugáaṛa",,,,,baawɡáaɽu,,,,باؤگاڑوۡ
LX000230,phl,baázi,det,,,,,,,,Urdu (Arabic): bazii,baázi,,,,بعضیۡ
LX000231,phl,baazóor,n.masc,,,,"a-decl (Obl, pl): -a",,,,Urdu (Persian): baazaar,baazóor,,,baazáar (Biori),بازور
LX000232,phl,baaẓgalá,n.masc,,,,,,,,,baaʐɡalá,,,,باڙگلہ
LX000233,phl,baa~ílu,adj,,,,Reg (Fem): baa~íli,,,baa~íl-,,ba᷉a᷉jílo,,,,بانّئِلوۡ
LX000234,phl,babaáy,n.fem,,,*bhabbā- 'apple' (T: 9387),"i-decl (Obl, pl): babayí",,,babá-i,,babaáj,,,babéi (Biori),ببائیۡ
LX000235,phl,baboózi,n.fem,,,,m-decl (Pl): -m,,,,,baboózi,,,,ببوزیۡ
LX000236,phl,bač,adj.inv,,,,,,,,Urdu: bačnaa,batɕ,,Primarily used as a non-verb element in complex predicates.,,بچ
LX000237,phl,bač bhíi,v.intr:cjt.inc,LX000236,,,,,,,,batɕ bhíi,,,,بچ بھی
LX000238,phl,bač thíi,v.tr:cjt.inc,LX000236,,,,,,,,batɕ̌ tʰíi,,,,بچ تھی
LX000239,phl,bac̣húuṛi,n.fem,LX000285 ; LX000240,,,m-decl (Pl): -m,,,,,"baʈʂʰúuɽi, baʂúuɽi",,,,بڇُھوڑیۡ
LX000240,phl,bac̣húuṛu,n.masc,,,"vatsá- 'calf, child (masc)' (T: 11239)","a-decl (Obl, pl): bac̣húuṛa",,,,,"baʈʂʰúuɽo, baʂúuɽo",,,,بڇُھوڑوۡ
LX000241,phl,badán,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu/Pashto (Arabic): badan,badán,,,,بدن
LX000242,phl,badhooṛóo,v.tr,,,,"L:a (Prs): badhooṛaáanu, (Pfv): badhooṛóolu, (Cv): badhooṛaá, (Imp): badhooṛá",,,,,badhooɽóo,,,,بدھوڑو
LX000243,phl,badmaáš,n.masc,,,,"aan-decl (Pl): -aán, (Obl, pl): -á",,,,Urdu: bad-maˈaaš,badmaaɕ,,,,بدمعاش
LX000244,phl,baḍhíir,n.masc,,,"*vardhira- 'axe, hammer' (T: 11385)","a-decl (Obl, pl): -a",,,,,baɖhíir,,,,بڈِھیر
LX000245,phl,baḍiloó,n.masc,,,,"ee-decl (Pl): baḍileé, (Pl obl): baḍilúm",,,,,baɖiloó,,,,بڈِلو
LX000246,phl,baḍoorghaá,n.masc:pn,,,,ee-decl (Obl): baḍoorghaá,,,,,baɖoorɡhaá,,,,بڈورگھا
LX000247,phl,baǰá,n.masc,,,,,,,,"Urdu 'to sound, strike (as a clock)': baǰnaa",badʑá,,,,بجہ
bak,phl,bak,adv.deg,,,,,,,,,bak,,,,بک
LX000248,phl,bakáara,n.fem,,,"bárkara- 'kid, lamb; goat (masc)' (T: 9153)",a-decl (Obl (pl)): -m,,,bakár-,,bakáara,With plural reference,,,بکارہ
LX000249,phl,bakaraál,n.masc,LX000248,,*barkarapāla- 'goatherd' (T: 9154),"a/aan-decl (Obl): -á, (Pl): -aán, -á",,,,,bakaraál,,,,بکرال
LX000250,phl,bakareelí,n.fem,LX000249,,,,,,,,bakareelí,,,,بکریلیۡ
LX000251,phl,bálaf,n.masc,,,,"i-decl (Obl, pl): balfí",,,balf,Urdu (English 'bulb'),bálaf,,,,بلف
LX000252,phl,balasgíri,n.fem:pn,,,,m-decl,,,,,balasɡíri,,,,بلسگِریۡ
LX000253,phl,balíi,n.fem,khun,,,"a-decl (Obl, pl): -a",,,,,balíi,,,šanbalíi,بلی
LX000254,phl,balikhaáṭ,n.masc,LX000253 ; LX001187,,,"Irr (Pl): balikheeṭí, (Obl, pl): balikhaṭá",,,balikháṭ,,balikʰaaʈ,,,,بلِکھاٹ
LX000255,phl,bálki,conj,,,,,,,,"Urdu (Arabic/Persian): balki, balke",bálki,,,,بلکیۡ
LX000256,phl,baltéec̣i,n.fem:pn,,,,m-decl,,,,,baltéeʈʂi,,,,بلتیڇیۡ
LX000257,phl,bambá,n.masc,,,,ee-decl (Pl): bambeé,,,,,bambá,,,,بمبہ
ban,phl,ban,adj.inv,,,,,,,,,ban,,Primarily used as a non-verb element in complex predicates,band,بن
LX000258,phl,ban thíi,v.tr:cjt.inc,ban,,,,,,,,ban tʰíi,,,,بن تھی
LX000259,phl,bandubás,n.fem,,,,,,,,Urdu (Persian): band-o-bast,bandubás,,,,بندوبس
LX000260,phl,bandubás thíi,v.tr:cjt.ninc,LX000259,,,,,,,,bandubás tʰíi,Fem agr with non-verb element in pfv,,,بندوبس تھی
LX000261,phl,baneén,n.masc,,,,"i-decl (Obl, pl): -í",,,,,baneén,,,,بنین
LX000262,phl,banglái,n.fem,,,,a-decl (Pl): banglée,,,,Urdu: banglii,baŋléj,,,,بنگلئیۡ
LX000263,phl,baraabár,adj.inv,,,,,,,,Urdu (Persian): baraabar,baraabár,,,,برابر
LX000264,phl,bardaáš,n.fem,,,,i-decl (Obl): bardeeší,,,,Urdu (Persian): bar-daašt,bardáaɕ,,Primarily used as a non-verb element in complex predicates,,برداش
LX000265,phl,bardaáš thíi,v.tr:cjt.ninc,LX000264,,,,,,,,bardaáɕ tʰíi,Fem agr with non-verb element in pfv,,,برداش تھی
LX000266,phl,bartaaniá,n.masc,,,,,,,,Urdu: bartaaniya,bartaaɲjá,,,,برطانیہ
LX000267,phl,bartaanyáii,adj.inv,,,,,,,,,bartaanjáii,,,bartaaníi (Biori),برطانئی
LX000268,phl,baṛookoó,n.masc,,,,"ee-decl (Pl): baṛookeé, (Pl obl): baṛookúm",,,,,baɽookoó,,,,بڑوکو
bas,phl,bas,adv.sent,,,,,,,,Urdu (Persian): bas,bas,,,,بس
LX000269,phl,basaánd,n.masc,,,vasantá- 'spring season (masc)' (T: 11439),"a-decl (Obl, pl): basandá",,,basánd,,"basaánd, basaán",,,basán (Biori),بساند
LX000270,phl,basanpreetsúun,n.masc,LX000269,,,"a-decl (Obl, pl): -a",,,,,basanpreetsúun,,,,بسنپریڅُون
LX000271,phl,batshaár,n.masc,,,vatsatará- 'young bull or goat before weaning or copulation (m)' (T: 11241),"a-decl (Obl, pl): batshará",,,,,batsʰaár,,,,بڅھار
LX000272,phl,baṭadíi,n.fem:pn,,,,a-decl (Ob): -a,,,,,baʈadíi,,,,بٹدی
LX000273,phl,baṭašáan,n.masc,LX000227 ; LX002035,,,"a-decl (Obl, pl): -a",,,,,baʈaɕáan,,,,بٹہ شان
LX000274,phl,baṭoošaáṇṭ,n.fem,,,*śōṭṭha- 'stick' (T: 12622),"i-decl (Obl, pl): baṭoošaṇṭí",,,,,baʈooɕaáɳʈ,,,,بٹوشانٹ
LX000275,phl,baṭsúm,n.masc:pn,,,,a-decl (Obl): -a,,,,,baʈsúm,,,,بٹسُم
LX000276,phl,baurázi,n.fem,,,,m-decl (Pl): -m,,,,,bawrázi,,,,بورزیۡ
LX000277,phl,baxíi,v.tr,,,,"L:e (Prs): baxáanu, (Pfv): baxílu, (Cv): baxí, (Imp): baxá",,,,Urdu (Persian): baxšnaa,baxíi,,,ubaxíi,بخی
LX000278,phl,baxšíš,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian): baxšiš,baxɕíɕ,,,bašéš (Biori),بخشِش
LX000279,phl,baxšíš díi,v.tr:cjt.ninc,LX000278,,,,,,,,baxɕíɕ díi,Fem agr with non-verb element in pfv; postpositional object with the,,,بخشِش دی
LX000280,phl,bayaán thíi,v.tr:cjt.inc,,,,,,,,Urdu (Arabic): bayaan,bajaán tʰíi,Postpositional object with the,,,بیان تھی
LX000281,phl,bazgál,n.masc:pn,,,,a-decl (Ob): -á,,,,,bazɡál,,,,بزگل
be,phl,be,pron:pers,,,vayám 'we' (T: 11302),,,,,,be,,,,بےۡ
LX000282,phl,beedhowaá,adj.inv,,,,,,,,Urdu: be-dawaa,"beedhwaá, beedhowaá",,,beedawaá (Biori),بیدھوا
LX000283,phl,beedhríi,v.intr,,,*vīdhriya- 'relating to the clear sky' (T: 12051),"L:e (Prs): beedhráanu, (Pfv): beedhríilu, (Cv): beedhrí",,,,,beedrhíi,,,,بیدھری
LX000284,phl,beeitifeeqí,n.fem,,,,,,,,Urdu (Persian/Arabic): be-ittifaaqii,beeitifeeqí,,,,بے اِتفیقیۡ
LX000285,phl,béeǰi,n.fem,,,*dvivatsikā- 'two years old' (T: 6685),m-decl (Pl): -m,,,,,béedʑi,,,,بیجیۡ
LX000286,phl,beelčá,n.masc,,,,ee-decl (Pl): beelčeé,,,,Urdu (Persian): belča,"beeltɕá, beltɕá",,,bel (Biori),بیلچہ
LX000287,phl,béeli,adv.sent,,,,,,,,,béeli,,,,بیلیۡ
LX000288,phl,béem,v.intr,,,,,LX000405,,,,béem,,,,بیم
LX000289,phl,beénk,n.fem,,,,i-decl (Obl): -í,,,,Urdu (English): bank,beéŋk,,,,بینک
LX000290,phl,béeriṣ,n.masc,,,varṣa- 'year (neut)' (T: 11392),"a-decl (Obl, pl): -a",,,,,béeriʂ,,,,بیرِݜ
LX000291,phl,beéṣṭ,n.fem,,,,"i-decl (Obl, pl): -í",,,,,beéʂʈ,,,,بیݜٹ
LX000292,phl,beeṣṭíi,v.tr,,,,"L:e (Prs): beeṣṭáanu, (Pfv): beeṣṭílu, (Cv): beeṣṭí, (Imp): beeṣṭá",,,béeṣṭ-é-,,bíiʂʈa,,,bíiṣṭe (Biori),بِیݜٹی
LX000293,phl,beetíngal,n.masc,,,,"a-decl (Obl, pl): -a",,,,,beetíŋɡal,,,,بیتِنگل
LX000294,phl,beetseerá,adj.inv,,,,,,,,Pashto 'scarecrow': tse-rah,beetseerá,,,,بیڅیرہ
LX000295,phl,beeṭí,n.masc,,,*bēṭṭa- 'defective' (T: 9238),a-decl (Pl): -á,,,,,beeʈí,,,,بیٹیۡ
LX000296,phl,beewafaá,adj.inv,,,,,,,,Urdu (Persian/Arabic): be-wafaa,beewafaá,,,,بے وفا
LX000297,phl,beewafaaí,n.fem,LX000296,,,,,,,,beewafaají,,,,بے وفائیۡ
LX000298,phl,beezáaya,adv.deg,,,,,,,,Urdu (Arabic) 'wasted': zaaya,beezáaja,,,,بیضائیہ
LX000299,phl,behtár,adj.inv,,,,,,,,Urdu (Persian): behtar,behtár,,,,بہتر
LX000300,phl,bhaampú,n.masc,,,,"a-decl (Obl, pl): -á",,,,Khowar: bampu,bhaampú,,,,بھامپوۡ
LX000301,phl,bhaanóoṛ,n.masc,,,bhāṇḍāgāra- 'treasury (n)' (T: 9442),"a-decl (Obl, pl): -a",,,,,bhaanóoɽ,,,bhaaṇóol,بھانوڑ
LX000302,phl,bhaangí,n.masc,,,,aan-decl (Pl): -aán,,,,,bhaaŋɡí,,,baangí (Biori),بھانگیۡ
LX000303,phl,bháaru,n.masc,,,"bhārá- 'burden, weight (masc)' (T: 9459)","a-decl (Obl, pl): bháara",,,,,bháaru,,,,بھاروۡ
LX000304,phl,bhaaruṛóo,v.tr,,,,"L:a (Prs): bhaaruṛaáanu, (Pfv): bhaaruṛóolu, (Cv): bhaaruṛaá, (Imp): bhaaruṛá",,,bhaarúṛ-á,,bhaaruɽóo,,Formally transitive but semantically intransitive,bhaaruṛúu (Biori),بھارُڑو
LX000305,phl,bhaarúuṛi,n.fem,,,,m-decl (Pl): -m,,,,,bhaarúuɽi,,,,بھارُوڑیۡ
LX000306,phl,bhaáu,conj,LX002364,,,,,,,,bhaáw,Added to perfective verb forms to clarify its participial function,,whaáu,بھاؤ
LX000307,phl,bháawal,n.masc,,,,"a-decl (Obl, pl): -a",,,,,bháawal,,,,بھاول
LX000308,phl,bhaagíi,v.tr,,,bhāgya- 'divisible; entitled to a share; per cent' (T: 9435),"L:e (Prs): bhaagáanu, (Pfv): bheegílu, (Cv): bheegí, (Imp): bhaagá",,,bháag-é-,,bhaaɡíi,,,,بھاگی
LX000309,phl,bhakulaár,n.fem,LX000311,,,i-decl (Obl): bhakuleerí,,,,,bhakulaár,,,,بھکُلار
LX000310,phl,bhakulíi,v.intr,LX000311,,,"L:e (Prs): bhakuláanu, (Pfv): bhakulíilu, (Cv): bhakulí",,,bhakúl-é-,,bhakulíi,,,,بھکُلی
LX000311,phl,bhakúlu,adj,,,*bhakkha- 'lump' (T: 9330),Reg (Fem): bhakúli,,,bhakúl-,,bhakúlo,,,,بھکُلوۡ
LX000312,phl,bhalaá,n.masc,,,,"aan-decl (Obl): bhalaá, (Pl): bhalaagaán",,,,,bhalaá,,,,بھلا
LX000313,phl,bhanǰawóo,v.tr:caus,LX000314,,,"L:a (Prs): bhaǰawaánu, (Pfv): bhaǰawóolu, (Cv): bhaǰawaá, (Imp): bhanǰawá",,,bhanǰ-á-á-,,bhaɲdʑawóo,,,bhanǰawúu (Biori),بھنجوو
LX000314,phl,bhanǰóo,v.tr,,,*bhanjati 'breaks' (T: 9363),"L:a (Prs): bhanǰaáanu, (Pfv): bhanǰóolu, (Cv): bhanǰaá, (Imp): bhanǰá",,,bhanǰ-á-,,bhaɲdʑóo,,,bhanǰúu (Biori),بھنجو
LX000315,phl,bhantsaáp,n.masc,,,,"a-decl (Obl, pl): bhantsapá",,,,,bhantsaáp,,,,بھنڅاپ
LX000316,phl,bharaaḍám,n.masc:pn,,,,a-decl (Obl): -á,,,,,bharaaɖám,,,,بھراڈم
LX000317,phl,bharíiw,n.masc,,,*bhāriyāpa- 'husband' (T: 9467),"a-decl (Obl, pl): -a",,,bharéew,,bharíiw,,,bharéew (Biori),بھرِیوۡ
LX000318,phl,bhaṛíi,v.tr,,,bhrāṣṭra- 'gridiron (masc); cooked on a gridiron' (T: 9684),"L:e (Prs): bhaṛáanu, (Pfv): bhaṛílu, (Cv): bhaṛí, (Imp): bhaṛá",,,,,bhaɽíi,,,,بھڑی
LX000319,phl,bhayíi,v.tr,,,vāpayati 'sows' (T: 11525),"T (Prs): bhayáanu, (Pfv): bhayíitu, (Cv): bhayí, (Imp): bhayá",,,"bhay-é-, bhay-íit-",,bhajíi,,,,بھئی
LX000320,phl,bhayíitu,v.tr,,,,,LX000319,,,,bhajíito,,,,بھئِیتوۡ
LX000321,phl,bheénš,n.masc,,,*vam̆śiya- 'crossbeam' (T: 11182),"a-decl (Obl, pl): -á",,,,,bhẽẽ́ɕ,,,bheénč,بھینش
LX000322,phl,bhéengi ǰíi,v.tr:cjt.inc,,,,,,,,,bheéŋɡi dʑíi,Fem agr in pfv,,,بھینگیۡ جی
LX000323,phl,bheéṇ,n.fem,,,bhaginī 'sister (fem)' (T: 9349),"i-decl (Obl, pl): -í",,,,,bheéɳ,,,,بھیݨ
LX000324,phl,bheeṇdhií,n.fem,LX000323 ; LX000662,,,"a-decl (Obl, pl): -á",,,,,bheendií,,,,بھیݨ دھی
LX000325,phl,bheeṇipútr,n.masc,LX000323 ; putr,,,"a-decl (Obl, pl): -á",,,,,bheeɳipútr,,,,بھیݨیۡ پُتر
LX000326,phl,bheeríči,n.fem,,,,m-decl (Pl): -m,,,,,bheerítɕi,,,,بھیرِچیۡ
LX000327,phl,bheeríi,n.masc,,,,"a-decl (Obl, pl): -a",,,,,bheeríi,,Slightly derogatory.,,بھیری
LX000328,phl,bheezatí,n.fem,,,,,,,,Urdu (Persian/Arabic): be-izzatii,bheezatí,,Primarily used as a non-verb element in complex predicates,,بھیزتیۡ
LX000329,phl,bheezatí thíi,v.tr:cjt.ninc,LX000328,,,,,,,,bheezatí tʰíi,Fem agr with non-verb element in pfv,,,بھیزتیۡ تھی
LX000330,phl,bhéša,v.intr,LX000331,,úpaviśati 'approaches; sits down' (T: 2245),"T (Prs): bhešáanu, (Pfv): bhéṭu, (Cv): bheší, (Imp): bheš",,,"bheš-, bheṭ-",,"bhéɕa, bheéɕa",,,bhéše (Biori),بھیۡشہ
LX000331,phl,bhešóo,v.tr,LX000330,,upavēśayati 'causes to sit' (T: 2245),"L:a (Prs): bhešaáanu, (Pfv): bhešóolu, (Cv): bhešaá, (Imp): bhešá",,,bheš-á-,,bheɕóo,,,bhešúu (Biori),بھیۡشو
LX000332,phl,bhéṭi,n.fem,,,,m-decl (Pl): -m,,,,,bhéʈi,,,,بھیۡٹیۡ
LX000333,phl,bhéṭu,v.intr,,1,,,LX000330,,,,bhéʈo,,,,بھیۡٹوۡ
LX000334,phl,bhiaalúku,adj,LX000345,,,Reg (Fem): bhiaalúki,,,bhiáal-úk-,,bjhaalúko,,,,بِھئالُکوۡ
LX000335,phl,bhíi,v.intr,,,,"L:e (Prs): bháanu, (Pfv): bhílu, (Cv): bhe, (Imp): bha",,,bhe-,,bhíi,,Extremely generic verb used in a large number of complex predicates,,بھی
LX000336,phl,bhíia,v.intr,LX000339 ; LX000340,,bibhḗti 'fears' (T: 9241) ; bhīyatē 'fears' (T: 9515),"T (Prs): bhiáanu, (Pfv): bhíitu, (Cv): bhiyí, (Imp): bhíi",,,"bhíi-, bhíit-",,bhíia,,,bhíie (Biori),بِھیہ
LX000337,phl,bhíilam,adv.mann,LX000338,,,,,,,,bhíilam,,,,بِھیلم
LX000338,phl,bhíili,n.fem,,,,,,,,,bhíili,,Primarily used as a non-verb element in complex predicates.,,بِھیلیۡ
LX000339,phl,bhíili díi,v.intr:cjt.ninc,LX000336 ; LX000338,,,,,,,,bhíili díi,Fem agr with non-verb element; experiencer in acc case,,,بِھیلیۡ دی
LX000340,phl,bhíili ṣáača,v.intr:cjt.ninc,LX000338,,,,,,,,bhíili ʂáatɕa,Fem agr with non-verb element; experiencer in acc case,,,بِھیلیۡ ݜاچہ
LX000341,phl,bhiiroó,adj,,,"vīrá- 'man, hero, son; male of an animal (masc)' (T: 12056)",,,,,,bhiiroó,,,,بِھیرو
LX000342,phl,bhíiru,n.masc,LX000646,,"vīrá- 'man, hero, son; male of an animal (masc)' (T: 12056)","a-decl (Obl, pl): bhíira",,,,,bhíiro,,,,بِھیروۡ
LX000343,phl,bhiíš,num,,,vim̆śatí- '20 (fem)' (T:11616),,,,bhiš,,bhiíɕ,,,,بِھیش
LX000344,phl,bhíitu,v.intr,,,,,LX000336,,,,bhíito,,,,بِھیتوۡ
LX000345,phl,bhióol,adv.tm,LX000667,,,,,,bhiáal,,bjhóol,,,bhiáal (Biori),بِھئیول
LX000346,phl,bhióoṇ,n.fem,,,*vētadaṇḍa- 'willow stem' (T: 12098),"a-decl (Obl, pl): -a",,,,,bjhóoɳ,,,bhiaaṇmúṭ,بِھیوݨ
LX000347,phl,bhiooṛkúi,n.fem:pn,LX000370 ; LX001282,,,,,,,,bjhooɽkúj,,,,بِھئوڑکُئیۡ
LX000348,phl,bhiooṛkúuṭ,n.masc:pn,,,,a-decl (Obl): -a,,,,,bjhooɽkúuʈ,,,,بِھئوڑکُوٹ
LX000349,phl,bhiooṛúuču,adj,,,,Reg (Fem): bhiooṛúuči,,,,,bjhooɽúutɕo,,,,بِھئوڑُوچوۡ
LX000350,phl,bhíšee áak,MWE,LX000343 ; LX000019,,,,,,,,bhíɕee áak,,,,بِھشے آک
LX000351,phl,bhíšee áaṣṭ,MWE,LX000343 ; LX000055,,,,,,,,bhíɕee áaʂʈ,,,,بِھشے آݜٹ
LX000352,phl,bhíšee akóoš,MWE,LX000343 ; LX000109,,,,,,,,bhíɕee akóoɕ,,,,بِھشے اکوش
LX000353,phl,bhíšee aṇabhiíš,MWE,LX000343 ; LX000150,,,,,,,,bhíɕee aɳabhiíɕ,,,,بِھشے اݨبِھش
LX000354,phl,bhíšee aṣṭóoš,MWE,LX000343 ; LX000181,,,,,,,,bhíɕee aʂʈóoɕ,,,,بِھشے اݜٹوش
LX000355,phl,bhíšee bóoš,MWE,LX000343 ; LX000426,,,,,,,,bhíɕee bóoɕ,,,,بِھشے بوش
LX000356,phl,bhíšee čandíiš,MWE,LX000343 ; LX000489,,,,,,,,bhíɕee tɕandíiɕ,,,,بِھشے چندِیش
LX000357,phl,bhíšee čúur,MWE,LX000343 ; LX000564,,,,,,,,bhíɕee tɕúur,,,,بِھشے چُور
LX000358,phl,bhíšee dáaš,MWE,LX000343 ; LX000599,,,,,,,,bhíɕee dáaɕ,,,,بِھشے داش
LX000359,phl,bhíšee dúu,MWE,LX000343 ; LX000754,,,,,,,,bhíɕee dúu,,,,بِھشے دُو
LX000360,phl,bhíšee núu,MWE,LX000343 ; LX001632,,,,,,,,bhíɕee núu,,,,بِھشے نُو
LX000361,phl,bhíšee páanǰ,MWE,LX000343 ; LX001678,,,,,,,,bhíɕee páaɲʑ,,,,بِھشے پانج
LX000362,phl,bhíšee panǰíiš,MWE,LX000343 ; LX001714,,,,,,,,bhíɕee paɲdʑíiɕ,,,,بِھشے پنجِیش
LX000363,phl,bhíšee sáat,MWE,LX000343 ; LX001945,,,,,,,,bhíɕee sáat,,,,بِھشے سات
LX000364,phl,bhíšee satóoš,MWE,LX000343 ; LX001981,,,,,,,,bhíɕee satóoɕ,,,,بِھشے ستوش
LX000365,phl,bhíšee ṣo,MWE,LX000343 ; LX002139,,,,,,,,bhíɕee ʂo,,,,بِھشے ݜوۡ
LX000366,phl,bhíšee ṣoṛíiš,MWE,LX000343 ; LX002145,,,,,,,,bhíɕee ʂoɽíiɕ,,,,بِھشے ݜوۡڑِیش
LX000367,phl,bhíšee tríiš,MWE,LX000343 ; LX002261,,,,,,,,bhíɕee tríiɕ,,,,بِھشے ترِیش
LX000368,phl,bhíšee tróo,MWE,LX000343 ; LX002268,,,,,,,,bhíɕee tróo,,,,بِھشے ترو
LX000369,phl,bhišúma,det,LX000343,,,,,,,,bhiɕúma,,,,بِھشُمہ
